|Ezili  |Ninja  |Alch   |Engi   |
|Tack   |Alch   |Spact  |Engi   |380-mortis|KZPKCGP|N
|Tack   |Sub    |Alch   |Spact  |380-mortis|KZPKCGP|N
|Tack   |Sniper |Alch   |Spact  |380-mortis|KZPKCGP|N
|Tack   |Glue   |Alch   |Spact  |380-mortis|KZPKCGP|N
|Tack   |Ice    |Alch   |Spact  |380-mortis|KZPKCGP|N
|Boomer |Tack   |Alch   |Spact  |380-mortis|KZPKCGP|N
|Dart   |Tack   |Alch   |Spact  |380-mortis|KZPKCGP|N
|Gwen   |Sub    |Bucc   |Ninja  |dadragon99|EZPKCCF|N
|Ben    |Tack   |Mortar |Spact  |Char|LZPKDEK|N
|Pat    |Tack   |Mortar |Spact  |Char|LZPKDEK|N
|Obyn   |Tack   |Mortar |Spact  |Char|LZPKDEK|N
|Striker|Tack   |Mortar |Spact  |Char|LZPKDEK|N
|Gwen   |Tack   |Mortar |Spact  |Char|LZPKDEK|N
|Tack   |Mortar |Spact  |Engi   |Char|LZPKDEK|N
|Tack   |Mortar |Spact  |Village|Char|LZPKDEK|N
|Tack   |Mortar |Druid  |Spact  |Char|LZPKDEK|N
|Tack   |Mortar |Ninja  |Spact  |Char|LZPKDEK|N
|Tack   |Mortar |Super  |Spact  |Char|LZPKDEK|N
|Tack   |Sniper |Mortar |Spact  |Char|LZPKDEK|N
|Tack   |Glue   |Mortar |Spact  |Char|LZPKDEK|N
|Tack   |Ice    |Mortar |Spact  |Char|LZPKDEK|N
|Bomb   |Tack   |Mortar |Spact  |Char|LZPKDEK|N
|Quincy |Glue   |Spact  |Village|dadragon99|SZPKEYO|N
|Gwen   |Ice    |Wizard |Village|@NoArmsTigerMan|GZPKPGE|N
|Pat    |Glue   |Sniper |Wizard |PEZmaster2|KZPKRSV|N
|Ezili  |Mortar |Alch   |Spact  |The Mochinator|YZPKYWY|N
|Ben    |Mortar |Alch   |Spact  |The Mochinator|YZPKYWY|N
|Pat    |Mortar |Alch   |Spact  |The Mochinator|YZPKYWY|N
|Obyn   |Mortar |Alch   |Spact  |The Mochinator|YZPKYWY|N
|Striker|Mortar |Alch   |Spact  |The Mochinator|YZPKYWY|N
|Mortar |Alch   |Spact  |Engi   |The Mochinator|YZPKYWY|N
|Mortar |Alch   |Spact  |Village|The Mochinator|YZPKYWY|N
|Sub    |Mortar |Alch   |Spact  |The Mochinator|YZPKYWY|N
|Sniper |Mortar |Alch   |Spact  |The Mochinator|YZPKYWY|N
|Ice    |Mortar |Alch   |Spact  |The Mochinator|YZPKYWY|N
|Gwen   |Ninja  |Druid  |Village|Imbigtedde|FZPKYLH|N
|Obyn   |Sub    |Alch   |Druid  |Tyrell|LZPKLPR|N
|Obyn   |Bucc   |Ninja  |Village|GamesCore|GZPKOSF|N
|Gwen   |Glue   |Ninja  |Village|Minecraft|EZPMFER|N
|Pat    |Boomer |Ice    |Wizard |Natethesnake|VZPMHYD|N
|Quincy |Ice    |Glue   |Village|Doesj|WZPMUFU|N
|Ezili  |Boomer |Alch   |Spact  |The Mochinator|WZPMUWM|N
|Ben    |Boomer |Alch   |Spact  |The Mochinator|WZPMUWM|N
|Pat    |Boomer |Alch   |Spact  |The Mochinator|WZPMUWM|N
|Striker|Boomer |Alch   |Spact  |The Mochinator|WZPMUWM|N
|Boomer |Alch   |Spact  |Engi   |The Mochinator|WZPMUWM|N
|Boomer |Sub    |Alch   |Spact  |The Mochinator|WZPMUWM|N
|Boomer |Sniper |Alch   |Spact  |The Mochinator|WZPMUWM|N
|Boomer |Glue   |Alch   |Spact  |The Mochinator|WZPMUWM|N
|Boomer |Ice    |Alch   |Spact  |The Mochinator|WZPMUWM|N
|Dart   |Boomer |Alch   |Spact  |The Mochinator|WZPMUWM|N
|Ezili  |Ice    |Wizard |Village|GZPMUOL|PEZMASTER2|N
|Obyn   |Boomer |Tack   |Wizard |PEZmaster2|MZPMVWC|N
|Glue   |Druid  |Spact  |Village|Overeasybacon|VZPMVBA|N
|Obyn   |Sub    |Ninja  |Village|Imbigtedde|YZPMVSL|N
|Gwen   |Ninja  |Spact  |Village|Imbigtedde|DZPMVLR|N
|Ezili  |Sub    |Mortar |Alch   |The Mochinator|FZPMWTF|N
|Ben    |Sub    |Mortar |Alch   |The Mochinator|FZPMWTF|N
|Church |Sub    |Mortar |Alch   |The Mochinator|FZPMWTF|N
|Pat    |Sub    |Mortar |Alch   |The Mochinator|FZPMWTF|N
|Obyn   |Sub    |Mortar |Alch   |The Mochinator|FZPMWTF|N
|Striker|Sub    |Mortar |Alch   |The Mochinator|FZPMWTF|N
|Gwen   |Sub    |Mortar |Alch   |The Mochinator|FZPMWTF|N
|Quincy |Sub    |Mortar |Alch   |The Mochinator|FZPMWTF|N
|Sub    |Mortar |Alch   |Engi   |The Mochinator|FZPMWTF|N
|Sub    |Mortar |Alch   |Druid  |The Mochinator|FZPMWTF|N
|Sniper |Sub    |Mortar |Alch   |The Mochinator|FZPMWTF|N
|Ice    |Sub    |Mortar |Alch   |The Mochinator|FZPMWTF|N
|Bomb   |Sub    |Mortar |Alch   |The Mochinator|FZPMWTF|N
|Boomer |Sub    |Mortar |Alch   |The Mochinator|FZPMWTF|N
|Dart   |Sub    |Mortar |Alch   |The Mochinator|FZPMWTF|N
|Boomer |Tack   |Spact  |Village|@NoArmsTigerMan|OZPMWLT|N
|Gwen   |Sub    |Wizard |Druid  |Imbigtedde|GZPMSKH|N
|Obyn   |Sub    |Wizard |Village|Imbigtedde|TZPMSHE|N
|Striker|Dart   |Super  |Village|ILiekFishes|YZPMSOD|N
|Ezili  |Mortar |Super  |Engi   |The Mochinator|BZPMDPA|N
|Ezili  |Mortar |Super  |Village|The Mochinator|BZPMDPA|N
|Ezili  |Mortar |Super  |Spact  |The Mochinator|BZPMDPA|N
|Ezili  |Mortar |Super  |Druid  |The Mochinator|BZPMDPA|N
|Ezili  |Mortar |Super  |Alch   |The Mochinator|BZPMDPA|N
|Ezili  |Ace    |Mortar |Super  |The Mochinator|BZPMDPA|N
|Ezili  |Ice    |Mortar |Super  |The Mochinator|BZPMDPA|N
|Ezili  |Bomb   |Mortar |Super  |The Mochinator|BZPMDPA|N
|Striker|Bomb   |Bucc   |Village|@NoArmsTigerMan|GZPMEPY|N
|Tack   |Sub    |Wizard |Alch   |Laggy Internet|SZPMEOR|N
|Pat    |Glue   |Super  |Ninja  |ILiekFishes|HZPMPSC|N
|Ezili  |Sniper |Wizard |Village|rmlgaming|MZPMRMY|N
|Ben    |Sniper |Wizard |Village|rmlgaming|MZPMRMY|N
|Pat    |Sniper |Wizard |Village|rmlgaming|MZPMRMY|N
|Obyn   |Sniper |Wizard |Village|rmlgaming|MZPMRMY|N
|Striker|Sniper |Wizard |Village|rmlgaming|MZPMRMY|N
|Gwen   |Sniper |Wizard |Village|rmlgaming|MZPMRMY|N
|Quincy |Sniper |Wizard |Village|rmlgaming|MZPMRMY|N
|Sniper |Wizard |Village|Engi   |rmlgaming|MZPMRMY|N
|Sniper |Wizard |Druid  |Village|rmlgaming|MZPMRMY|N
|Sniper |Wizard |Alch   |Village|rmlgaming|MZPMRMY|N
|Sniper |Sub    |Wizard |Village|rmlgaming|MZPMRMY|N
|Ice    |Sniper |Wizard |Village|rmlgaming|MZPMRMY|N
|Bomb   |Sniper |Wizard |Village|rmlgaming|MZPMRMY|N
|Quincy |Wizard |Druid  |Village|Doesj|PZPMREM|N
|Ezili  |Mortar |Ninja  |Spact  |Smurfblade|WZPMODH|N
|Ben    |Mortar |Ninja  |Spact  |Smurfblade|WZPMODH|N
|Church |Mortar |Ninja  |Spact  |Smurfblade|WZPMODH|N
|Pat    |Mortar |Ninja  |Spact  |Smurfblade|WZPMODH|N
|Obyn   |Mortar |Ninja  |Spact  |Smurfblade|WZPMODH|N
|Striker|Mortar |Ninja  |Spact  |Smurfblade|WZPMODH|N
|Gwen   |Mortar |Ninja  |Spact  |Smurfblade|WZPMODH|N
|Mortar |Ninja  |Spact  |Engi   |Smurfblade|WZPMODH|N
|Mortar |Ninja  |Spact  |Village|Smurfblade|WZPMODH|N
|Mortar |Ninja  |Druid  |Spact  |Smurfblade|WZPMODH|N
|Heli   |Mortar |Ninja  |Spact  |Smurfblade|WZPMODH|N
|Sub    |Mortar |Ninja  |Spact  |Smurfblade|WZPMODH|N
|Sniper |Mortar |Ninja  |Spact  |Smurfblade|WZPMODH|N
|Ice    |Mortar |Ninja  |Spact  |Smurfblade|WZPMODH|N
|Ezili  |Glue   |Sub    |Spact  |The Mochinator|EZPMOOS|N
|Ben    |Glue   |Sub    |Spact  |The Mochinator|EZPMOOS|N
|Church |Glue   |Sub    |Spact  |The Mochinator|EZPMOOS|N
|Pat    |Glue   |Sub    |Spact  |The Mochinator|EZPMOOS|N
|Obyn   |Glue   |Sub    |Spact  |The Mochinator|EZPMOOS|N
|Striker|Glue   |Sub    |Spact  |The Mochinator|EZPMOOS|N
|Gwen   |Glue   |Sub    |Spact  |The Mochinator|EZPMOOS|N
|Quincy |Glue   |Sub    |Spact  |The Mochinator|EZPMOOS|N
|Glue   |Sub    |Spact  |Engi   |The Mochinator|EZPMOOS|N
|Glue   |Sub    |Druid  |Spact  |The Mochinator|EZPMOOS|N
|Glue   |Sub    |Alch   |Spact  |The Mochinator|EZPMOOS|N
|Glue   |Sub    |Ninja  |Spact  |The Mochinator|EZPMOOS|N
|Glue   |Sub    |Bucc   |Spact  |The Mochinator|EZPMOOS|N
|Glue   |Sniper |Sub    |Spact  |The Mochinator|EZPMOOS|N
|Ice    |Glue   |Sub    |Spact  |The Mochinator|EZPMOOS|N
|Tack   |Glue   |Sub    |Spact  |The Mochinator|EZPMOOS|N
|Bomb   |Glue   |Sub    |Spact  |The Mochinator|EZPMOOS|N
|Boomer |Glue   |Sub    |Spact  |The Mochinator|EZPMOOS|N
|Dart   |Glue   |Sub    |Spact  |The Mochinator|EZPMOOS|N
|Obyn   |Boomer |Wizard |Engi   |The Mochinator|PZPFFYE|N
|Obyn   |Boomer |Wizard |Alch   |The Mochinator|PZPFFYE|N
|Obyn   |Boomer |Sniper |Wizard |The Mochinator|PZPFFYE|N
|Obyn   |Boomer |Ice    |Wizard |The Mochinator|PZPFFYE|N
|Obyn   |Boomer |Bomb   |Wizard |The Mochinator|PZPFFYE|N
|Gwen   |Sub    |Druid  |Village|Gavo38322|YZPFHYU|N
|Obyn   |Bomb   |Wizard |Engi   |The Mochinator|GZPFHOT|N
|Obyn   |Bomb   |Wizard |Village|The Mochinator|GZPFHOT|N
|Obyn   |Bomb   |Wizard |Alch   |The Mochinator|GZPFHOT|N
|Obyn   |Bomb   |Sub    |Wizard |The Mochinator|GZPFHOT|N
|Obyn   |Bomb   |Sniper |Wizard |The Mochinator|GZPFHOT|N
|Obyn   |Bomb   |Ice    |Wizard |The Mochinator|GZPFHOT|N
|Obyn   |Bomb   |Tack   |Wizard |The Mochinator|GZPFHOT|N
|Quincy |Ace    |Ninja  |Village|dadragon99|EZPFBPS|N
|Gwen   |Boomer |Ninja  |Village|PEZmaster2|PZPFSGY|N
|Obyn   |Sniper |Ninja  |Village|Gavo38322|RZPFSBO|N
|Gwen   |Boomer |Mortar |Village|PEZmaster2|PZPFSSK|N
|Quincy |Sub    |Wizard |Village|dadragon99|LZPFYOV|N
|Boomer |Glue   |Sniper |Wizard |PEZmaster2|PZPGKBM|N
|Ezili  |Boomer |Glue   |Wizard |coolio1223|BZPGMOC|N
|Pat    |Boomer |Super  |Village|PEZmaster2|BZPGFYD|N
|Quincy |Boomer |Ice    |Village|Gavo38322|EZPGATA|N
|Obyn   |Alch   |Spact  |Engi   |The Mochinator|SZPGAXC|N
|Obyn   |Alch   |Spact  |Village|The Mochinator|SZPGAXC|N
|Obyn   |Sub    |Alch   |Spact  |The Mochinator|SZPGAXC|N
|Obyn   |Sniper |Alch   |Spact  |The Mochinator|SZPGAXC|N
|Obyn   |Glue   |Alch   |Spact  |The Mochinator|SZPGAXC|N
|Obyn   |Ice    |Alch   |Spact  |The Mochinator|SZPGAXC|N
|Obyn   |Dart   |Alch   |Spact  |The Mochinator|SZPGAXC|N
|Church |Boomer |Spact  |Village|PEZmaster2|DZPGAEA|N
|Striker|Sub    |Bucc   |Village|Gavo38322|WZPGBTA|N
|Boomer |Glue   |Spact  |Village|GeorgeGraphy|DZPGYCS|N
|Quincy |Glue   |Druid  |Village|Gavo38322|HZPGOOH|N
|Dart   |Bomb   |Sub    |Village|Gavo38322|LZPHFCF|N
|Quincy |Glue   |Sub    |Alch   |coolio1223|UZPHGHV|N
|Quincy |Sub    |Wizard |Druid  |InnateWarrior|HZPHUXA|N
|Obyn   |Tack   |Glue   |Village|InnateWarrior|HZPHAOV|N
|Obyn   |Tack   |Sub    |Wizard |InnateWarrior|KZPHCHR|N
|Boomer |Tack   |Sniper |Wizard |InnateWarrior|AZPHPFO|N
|Obyn   |Sub    |Ace    |Engi   |The Mochinator|FZPUMWP|N
|Obyn   |Sub    |Ace    |Druid  |The Mochinator|FZPUMWP|N
|Obyn   |Sniper |Sub    |Ace    |The Mochinator|FZPUMWP|N
|Obyn   |Glue   |Sub    |Ace    |The Mochinator|FZPUMWP|N
|Obyn   |Ice    |Sub    |Ace    |The Mochinator|FZPUMWP|N
|Obyn   |Bomb   |Sub    |Ace    |The Mochinator|FZPUMWP|N
|Obyn   |Dart   |Sub    |Ace    |The Mochinator|FZPUMWP|N
|Obyn   |Boomer |Tack   |Village|InnateWarrior|WZPUFAA|N
|Ezili  |Dart   |Sub    |Ace    |killerkama|AZPUGGY|N
|Ben    |Dart   |Sub    |Ace    |killerkama|AZPUGGY|N
|Pat    |Dart   |Sub    |Ace    |killerkama|AZPUGGY|N
|Striker|Dart   |Sub    |Ace    |killerkama|AZPUGGY|N
|Dart   |Sub    |Ace    |Engi   |killerkama|AZPUGGY|N
|Dart   |Sub    |Ace    |Druid  |killerkama|AZPUGGY|N
|Dart   |Sub    |Ace    |Ninja  |killerkama|AZPUGGY|N
|Dart   |Sniper |Sub    |Ace    |killerkama|AZPUGGY|N
|Dart   |Glue   |Sub    |Ace    |killerkama|AZPUGGY|N
|Dart   |Ice    |Sub    |Ace    |killerkama|AZPUGGY|N
|Dart   |Tack   |Sub    |Ace    |killerkama|AZPUGGY|N
|Dart   |Bomb   |Sub    |Ace    |killerkama|AZPUGGY|N
|Dart   |Alch   |Druid  |Village|Emtee|FZPUHAM|N
|Ace    |Alch   |Druid  |Village|Emtee|VZPUUOR|N
|Super  |Alch   |Druid  |Village|InnateWarrior|DZPUVAR|N
|Ezili  |Glue   |Wizard |Druid  |coolio1223|SZPUVSV|N
|Quincy |Mortar |Druid  |Village|Emtee|YZPUVDU|N
|Gwen   |Bucc   |Ninja  |Village|Imbigtedde|DZPUVEK|N
|Church |Alch   |Druid  |Village|InnateWarrior|EZPUWAX|N
|Sub    |Bucc   |Ninja  |Spact  |MrDeagle|DZPUTFG|N
|Ezili  |Super  |Ninja  |Engi   |coolio1223|SZPUAUW|N
|Ezili  |Super  |Ninja  |Druid  |coolio1223|SZPUAUW|N
|Ezili  |Ice    |Super  |Ninja  |coolio1223|SZPUAUW|N
|Pat    |Boomer |Ace    |Engi   |Topaz|DZPUBCA|N
|Pat    |Boomer |Ace    |Druid  |Topaz|DZPUBCA|N
|Pat    |Boomer |Sniper |Ace    |Topaz|DZPUBCA|N
|Pat    |Boomer |Glue   |Ace    |Topaz|DZPUBCA|N
|Pat    |Boomer |Ice    |Ace    |Topaz|DZPUBCA|N
|Pat    |Boomer |Tack   |Ace    |Topaz|DZPUBCA|N
|Pat    |Boomer |Bomb   |Ace    |Topaz|DZPUBCA|N
|Pat    |Dart   |Boomer |Ace    |Topaz|DZPUBCA|N
|Tack   |Glue   |Spact  |Village|InnateWarrior|UZPUCED|N
|Pat    |Tack   |Spact  |Village|InnateWarrior|EZPVKUX|N
|Tack   |Glue   |Sniper |Wizard |InnateWarrior|HZPVKEK|N
|Ezili  |Tack   |Sub    |Wizard |ImTheException|TZPVMRV|N
|Ben    |Tack   |Sub    |Wizard |ImTheException|TZPVMRV|N
|Striker|Tack   |Sub    |Wizard |ImTheException|TZPVMRV|N
|Tack   |Sub    |Wizard |Engi   |ImTheException|TZPVMRV|N
|Tack   |Sub    |Wizard |Druid  |ImTheException|TZPVMRV|N
|Tack   |Sniper |Sub    |Wizard |ImTheException|TZPVMRV|N
|Bomb   |Tack   |Sub    |Wizard |ImTheException|TZPVMRV|N
|Gwen   |Ice    |Ninja  |Village|InnateWarrior|VZPVUBM|N
|Tack   |Glue   |Super  |Spact  |coolio1223|LZPVVKW|N
|Quincy |Ice    |Wizard |Village|InnateWarrior|DZPVVFH|N
|Pat    |Ice    |Wizard |Village|InnateWarrior|LZPVVEA|N
|Ezili  |Tack   |Glue   |Village|coolio1223|OZPVCSL|N
|Quincy |Tack   |Sub    |Spact  |GabiPera|BZPVSKO|N
|Glue   |Ace    |Druid  |Village|RainbowDox|VZPVSSD|N
|Gwen   |Glue   |Wizard |Druid  |RainbowDox|DZPVDVY|N
|Gwen   |Alch   |Druid  |Village|Emtee|PZPVDWO|N
|Pat    |Boomer |Sniper |Wizard |coolio1223|BZPVEKL|N
|Ezili  |Glue   |Sniper |Wizard |The Mochinator|YZPVEUR|N
|Ben    |Glue   |Sniper |Wizard |The Mochinator|YZPVEUR|N
|Obyn   |Glue   |Sniper |Wizard |The Mochinator|YZPVEUR|N
|Striker|Glue   |Sniper |Wizard |The Mochinator|YZPVEUR|N
|Gwen   |Glue   |Sniper |Wizard |The Mochinator|YZPVEUR|N
|Glue   |Sniper |Wizard |Engi   |The Mochinator|YZPVEUR|N
|Glue   |Sniper |Wizard |Druid  |The Mochinator|YZPVEUR|N
|Glue   |Sniper |Wizard |Alch   |The Mochinator|YZPVEUR|N
|Ice    |Glue   |Sniper |Wizard |The Mochinator|YZPVEUR|N
|Bomb   |Glue   |Sniper |Wizard |The Mochinator|YZPVEUR|N
|Sub    |Alch   |Druid  |Village|Emtee|XZPVPKD|N
|Church |Boomer |Heli   |Engi   |MaiaGD|DZPVRMK|N
|Church |Boomer |Heli   |Druid  |MaiaGD|DZPVRMK|N
|Church |Boomer |Sniper |Heli   |MaiaGD|DZPVRMK|N
|Church |Boomer |Glue   |Heli   |MaiaGD|DZPVRMK|N
|Church |Boomer |Ice    |Heli   |MaiaGD|DZPVRMK|N
|Church |Boomer |Tack   |Heli   |MaiaGD|DZPVRMK|N
|Church |Boomer |Bomb   |Heli   |MaiaGD|DZPVRMK|N
|Church |Dart   |Boomer |Heli   |MaiaGD|DZPVRMK|N
|Striker|Sub    |Wizard |Village|Emtee|MZPVRVO|N
|Quincy |Bomb   |Ace    |Village|Rangaz|UZPVRAY|N
|Church |Dart   |Heli   |Engi   |MaiaGD|CZPVRPT|N
|Church |Dart   |Heli   |Druid  |MaiaGD|CZPVRPT|N
|Church |Dart   |Sniper |Heli   |MaiaGD|CZPVRPT|N
|Church |Dart   |Glue   |Heli   |MaiaGD|CZPVRPT|N
|Church |Dart   |Ice    |Heli   |MaiaGD|CZPVRPT|N
|Church |Dart   |Tack   |Heli   |MaiaGD|CZPVRPT|N
|Church |Dart   |Bomb   |Heli   |MaiaGD|CZPVRPT|N
|Pat    |Tack   |Sub    |Spact  |GabiPera|VZPVOAO|N
|Bomb   |Tack   |Sniper |Wizard |InnateWarrior|CZPWFWC|N
|Tack   |Alch   |Druid  |Village|InnateWarrior|MZPWHPU|N
|Ezili  |Tack   |Ice    |Wizard |The Mochinator|LZPWVUO|N
|Ben    |Tack   |Ice    |Wizard |The Mochinator|LZPWVUO|N
|Pat    |Tack   |Ice    |Wizard |The Mochinator|LZPWVUO|N
|Striker|Tack   |Ice    |Wizard |The Mochinator|LZPWVUO|N
|Gwen   |Tack   |Ice    |Wizard |The Mochinator|LZPWVUO|N
|Tack   |Ice    |Wizard |Engi   |The Mochinator|LZPWVUO|N
|Tack   |Ice    |Wizard |Druid  |The Mochinator|LZPWVUO|N
|Tack   |Ice    |Wizard |Alch   |The Mochinator|LZPWVUO|N
|Tack   |Ice    |Sniper |Wizard |The Mochinator|LZPWVUO|N
|Tack   |Ice    |Glue   |Wizard |The Mochinator|LZPWVUO|N
|Bomb   |Tack   |Ice    |Wizard |The Mochinator|LZPWVUO|N
|Boomer |Tack   |Ice    |Wizard |The Mochinator|LZPWVUO|N
|Ezili  |Tack   |Alch   |Village|InnateWarrior|OZPWTOV|N
|Obyn   |Sub    |Druid  |Village|Emtee|AZPWAUH|N
|Quincy |Dart   |Alch   |Village|Char|EZPWAYE|N
|Obyn   |Glue   |Wizard |Engi   |The Mochinator|EZPWALT|N
|Obyn   |Glue   |Wizard |Alch   |The Mochinator|EZPWALT|N
|Obyn   |Ice    |Glue   |Wizard |The Mochinator|EZPWALT|N
|Bomb   |Ice    |Sub    |Village|Emtee|WZPWSFH|N
|Ezili  |Bomb   |Sub    |Village|Emtee|GZPWSXG|N
|Ben    |Bomb   |Sub    |Village|Emtee|GZPWSXG|N
|Church |Bomb   |Sub    |Village|Emtee|GZPWSXG|N
|Pat    |Bomb   |Sub    |Village|Emtee|GZPWSXG|N
|Obyn   |Bomb   |Sub    |Village|Emtee|GZPWSXG|N
|Striker|Bomb   |Sub    |Village|Emtee|GZPWSXG|N
|Gwen   |Bomb   |Sub    |Village|Emtee|GZPWSXG|N
|Quincy |Bomb   |Sub    |Village|Emtee|GZPWSXG|N
|Bomb   |Sub    |Village|Engi   |Emtee|GZPWSXG|N
|Bomb   |Sub    |Spact  |Village|Emtee|GZPWSXG|N
|Bomb   |Sub    |Druid  |Village|Emtee|GZPWSXG|N
|Bomb   |Sub    |Alch   |Village|Emtee|GZPWSXG|N
|Bomb   |Sub    |Wizard |Village|Emtee|GZPWSXG|N
|Bomb   |Sub    |Bucc   |Village|Emtee|GZPWSXG|N
|Bomb   |Sniper |Sub    |Village|Emtee|GZPWSXG|N
|Boomer |Bomb   |Sub    |Village|Emtee|GZPWSXG|N
|Pat    |Sub    |Alch   |Village|TheKNEE13|CZPWPUF|N
|Church |Tack   |Sub    |Alch   |InnateWarrior|AZPWRSS|N
|Tack   |Sub    |Alch   |Druid  |InnateWarrior|CZPWYFK|N
|Ezili  |Ice    |Ace    |Mortar |The Mochinator|SZPWLFM|N
|Quincy |Ice    |Ace    |Mortar |The Mochinator|SZPWLFM|N
|Ice    |Ace    |Mortar |Engi   |The Mochinator|SZPWLFM|N
|Ice    |Ace    |Mortar |Druid  |The Mochinator|SZPWLFM|N
|Ice    |Ace    |Mortar |Ninja  |The Mochinator|SZPWLFM|N
|Bomb   |Ice    |Ace    |Mortar |The Mochinator|SZPWLFM|N
|Ben    |Wizard |Druid  |Village|Agent51|DZPWOAW|N
|Pat    |Wizard |Druid  |Village|Agent51|DZPWOAW|N
|Striker|Wizard |Druid  |Village|Agent51|DZPWOAW|N
|Wizard |Druid  |Village|Engi   |Agent51|DZPWOAW|N
|Wizard |Alch   |Druid  |Village|Agent51|DZPWOAW|N
|Sub    |Wizard |Druid  |Village|Agent51|DZPWOAW|N
|Ice    |Wizard |Druid  |Village|Agent51|DZPWOAW|N
|Bomb   |Wizard |Druid  |Village|Agent51|DZPWOAW|N
|Boomer |Bomb   |Sniper |Village|Emtee|VZPTKWA|N
|Quincy |Boomer |Bomb   |Village|Emtee|EZPTFLX|N
|Dart   |Boomer |Bomb   |Village|Emtee|FZPTVBH|N
|Dart   |Sniper |Super  |Village|InnateWarrior|KZPTXXV|N
|Ben    |Bomb   |Bucc   |Village|Emtee|GZPTXAB|N
|Church |Bomb   |Bucc   |Village|Emtee|GZPTXAB|N
|Obyn   |Bomb   |Bucc   |Village|Emtee|GZPTXAB|N
|Gwen   |Bomb   |Bucc   |Village|Emtee|GZPTXAB|N
|Quincy |Bomb   |Bucc   |Village|Emtee|GZPTXAB|N
|Bomb   |Bucc   |Village|Engi   |Emtee|GZPTXAB|N
|Bomb   |Bucc   |Spact  |Village|Emtee|GZPTXAB|N
|Bomb   |Bucc   |Druid  |Village|Emtee|GZPTXAB|N
|Bomb   |Bucc   |Alch   |Village|Emtee|GZPTXAB|N
|Bomb   |Sniper |Bucc   |Village|Emtee|GZPTXAB|N
|Bomb   |Ice    |Bucc   |Village|Emtee|GZPTXAB|N
|Dart   |Bomb   |Bucc   |Village|Emtee|GZPTXAB|N
|Dart   |Glue   |Super  |Village|InnateWarrior|PZPTXEO|N
|Tack   |Super  |Spact  |Village|InnateWarrior|WZPTAWR|N
|Church |Tack   |Spact  |Village|InnateWarrior|LZPTEVM|N
|Glue   |Mortar |Super  |Alch   |Overeasybacon|AZPTPFV|N
|Boomer |Bomb   |Sniper |Wizard |Emtee|SZPTPPP|N
|Obyn   |Ace    |Druid  |Village|JEB222|LZPTYUT|N
|Ezili  |Bomb   |Sub    |Wizard |Emtee|AZPTYTW|N
|Ben    |Bomb   |Sub    |Wizard |Emtee|AZPTYTW|N
|Gwen   |Bomb   |Sub    |Wizard |Emtee|AZPTYTW|N
|Quincy |Bomb   |Sub    |Wizard |Emtee|AZPTYTW|N
|Bomb   |Sub    |Wizard |Engi   |Emtee|AZPTYTW|N
|Bomb   |Sub    |Wizard |Druid  |Emtee|AZPTYTW|N
|Bomb   |Sub    |Wizard |Alch   |Emtee|AZPTYTW|N
|Bomb   |Sniper |Sub    |Wizard |Emtee|AZPTYTW|N
|Gwen   |Tack   |Sniper |Super  |coolio1223|XZPTYOW|N
|Gwen   |Tack   |Super  |Engi   |coolio1223|MZPTLPT|N
|Gwen   |Tack   |Super  |Spact  |coolio1223|MZPTLPT|N
|Gwen   |Tack   |Mortar |Super  |coolio1223|MZPTLPT|N
|Gwen   |Tack   |Glue   |Super  |coolio1223|MZPTLPT|N
|Gwen   |Tack   |Ice    |Super  |coolio1223|MZPTLPT|N
|Gwen   |Bomb   |Tack   |Super  |coolio1223|MZPTLPT|N
|Gwen   |Glue   |Bucc   |Heli   |HikingPotato|EZPTLOC|N
|Quincy |Bomb   |Glue   |Village|Rangaz|CZPTOWO|N
|Ezili  |Sub    |Wizard |Druid  |Emtee|VZPTOSM|N
|Tack   |Ice    |Sub    |Spact  |kernnpop|RZPXMWY|N
|Ice    |Super  |Druid  |Village|coolio1223|CZPXUGB|N
|Quincy |Glue   |Bucc   |Village|coolio1223|CZPXUSA|N
|Ezili  |Glue   |Druid  |Village|FenixKillah|MZPTLWY|N
|Glue   |Bucc   |Druid  |Village|FenixKillah|GZPTOKP|N
|Tack   |Sniper |Super  |Spact  |kernnpop|SZPXVWW|N
|Glue   |Mortar |Druid  |Village|FenixKillah|WZPXVDC|N
|Ben    |Tack   |Super  |Spact  |kernnpop|YZPXWVM|N
|Church |Tack   |Super  |Spact  |kernnpop|YZPXWVM|N
|Pat    |Tack   |Super  |Spact  |kernnpop|YZPXWVM|N
|Striker|Tack   |Super  |Spact  |kernnpop|YZPXWVM|N
|Tack   |Super  |Spact  |Engi   |kernnpop|YZPXWVM|N
|Tack   |Ice    |Super  |Spact  |kernnpop|YZPXWVM|N
|Bomb   |Tack   |Super  |Spact  |kernnpop|YZPXWVM|N
|Gwen   |Ace    |Druid  |Village|InnateWarrior|LZPXWWD|N
|Obyn   |Sub    |Ninja  |Spact  |Imbigtedde|VZPXWED|N
|Ben    |Tack   |Ninja  |Spact  |FenixKillah|CZPXTTY|N
|Church |Tack   |Ninja  |Spact  |FenixKillah|CZPXTTY|N
|Pat    |Tack   |Ninja  |Spact  |FenixKillah|CZPXTTY|N
|Obyn   |Tack   |Ninja  |Spact  |FenixKillah|CZPXTTY|N
|Striker|Tack   |Ninja  |Spact  |FenixKillah|CZPXTTY|N
|Quincy |Tack   |Ninja  |Spact  |FenixKillah|CZPXTTY|N
